Song,Album,Genres,Year,Rank
when the party's over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","['pop', 'electropop', 'art pop']",2019,67
Act Up,Girl Code,"['scam rap', 'trap queen']",2019,68
I Like It,Top Chart Hits from Yesterday & Today,"['reggaeton colombiano', 'urbano latino', 'rap', 'pop', 'trap latino', 'reggaeton']",2019,69
Trampoline,MELT,['electropop'],2019,70
Leave Me Alone,LOVE FOR GUALA,"['melodic rap', 'vapor trap', 'trap']",2019,71
breathin,Sweetener,['pop'],2019,72
bury a friend,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","['pop', 'electropop', 'art pop']",2019,73
Close Friends (Lil Baby & Gunna),Drip Harder,"['trap', 'atl hip hop', 'atl trap', 'rap']",2019,74
Baby Shark,Pinkfong Animal Songs,"['dong-yo', ""children's music"", 'cartoon']",2019,75
My Type,ICY,"['cali rap', 'trap queen']",2019,76
Worth It,The Golden Child,['melodic rap'],2019,77
Only Human,Happiness Begins,"['pop', 'boy band']",2019,78
Knockin' Boots,Born Here Live Here Die Here,"['country road', 'contemporary country', 'country']",2019,79
Trip,Ella Mai,"['r&b', 'rap', 'uk contemporary r&b']",2019,80
Rumor,Lee Brice,"['country road', 'contemporary country', 'modern country rock', 'country']",2019,81
Swervin (feat. 6ix9ine),Hoodie SZN,"['melodic rap', 'trap', 'rap', 'emo rap']",2019,82
How Do You Sleep?,How Do You Sleep?,"['pop', 'uk pop']",2019,83
Freestyle,Too Hard,"['trap', 'atl hip hop', 'atl trap', 'rap']",2019,84
Look What God Gave Her,Center Point Road,"['country road', 'contemporary country', 'modern country rock', 'country']",2019,85
Good as You,Experiment Extended,"['country road', 'contemporary country', 'country', 'black americana']",2019,86
Clout (feat. Cardi B),FATHER OF 4,"['pop', 'trap', 'atl hip hop', 'rap']",2019,87
Love Lies (with Normani),Love Lies (with Normani),"['pop', 'r&b', 'pop r&b']",2019,88
One Thing Right - Duke & Jones Remix,One Thing Right (Remixes),"['uk dance', 'edm', 'brostep', 'progressive electro house', 'contemporary country', 'black americana', 'country road', 'pop', 'country']",2019,89
Cash Shit (feat. DaBaby),Fever,"['north carolina hip hop', 'rap', 'trap queen', 'hip hop', 'pop', 'houston rap']",2019,90
Tequila,Dan + Shay,"['country road', 'contemporary country', 'country']",2019,91
Shotta Flow (feat. Blueface) [Remix],Cottonwood,"['memphis hip hop', 'cali rap', 'rap']",2019,92
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),"['hip pop', 'trap soul', 'southern hip hop', 'queens hip hop', 'trap', 'pop rap', 'rap', 'trap queen', 'hip hop', 'pop', 'r&b', 'houston rap']",2019,93
Talk You Out Of It,Can't Say I Ain't Country,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'country']",2019,94
Beautiful (feat. Camila Cabello),Beautiful (feat. Camila Cabello),"['pop', 'dance pop']",2019,95
Eyes On You,Lambs & Lions,"['country road', 'contemporary country', 'modern country rock', 'country']",2019,96
All To Myself,Dan + Shay,"['country road', 'contemporary country', 'country']",2019,97
Walk Me Home (In the Style of Pink) [Karaoke Version],2019 Greatest Karaoke Pop / Rock Songs,['karaoke'],2019,99
Robbery,Death Race For Love (Bonus Track Version),"['chicago rap', 'melodic rap', 'rap']",2019,100
Blinding Lights,After Hours,"['pop', 'canadian pop', 'canadian contemporary r&b']",2020,1
Circles,Hollywood's Bleeding,"['pop', 'dfw rap', 'melodic rap', 'rap']",2020,2
The Box,Please Excuse Me for Being Antisocial,"['melodic rap', 'trap', 'rap']",2020,3
Don’t Start Now,Summer Sunshine Hits,"['pop', 'dance pop', 'uk pop']",2020,4
ROCKSTAR (feat. Roddy Ricch),BLAME IT ON BABY,"['melodic rap', 'trap', 'north carolina hip hop', 'rap', 'hip hop']",2020,5
Adore You,Fine Line,['pop'],2020,6
Life Is Good (feat. Drake),Life Is Good (feat. Drake),"['southern hip hop', 'toronto rap', 'canadian hip hop', 'trap', 'atl hip hop', 'rap', 'canadian pop', 'hip hop']",2020,7
Memories,JORDI (Deluxe),['pop'],2020,8
The Bones,GIRL,"['classic texas country', 'contemporary country']",2020,9
Someone You Loved,Divinely Uninspired To A Hellish Extent,"['pop', 'uk pop']",2020,10
Say So,Hot Pink,"['pop', 'dance pop']",2020,11
I Hope,Goldmine,['contemporary country'],2020,12
WHATS POPPIN,Sweet Action,"['pop rap', 'kentucky hip hop', 'deep underground hip hop', 'rap']",2020,13
Dance Monkey,Dance Monkey (Stripped Back) / Dance Monkey,['australian pop'],2020,14
Savage,Suga,"['pop', 'trap queen', 'rap', 'houston rap']",2020,15
ROXANNE,ROXANNE,"['pop rap', 'rhode island rap']",2020,16
Intentions (feat. Quavo),Changes,"['melodic rap', 'trap', 'canadian pop', 'rap', 'atl hip hop', 'pop']",2020,17
everything i wanted,everything i wanted,"['pop', 'electropop', 'art pop']",2020,18
Roses - Imanbek Remix,While The World Was Burning,"['slap house', 'melodic rap', 'electro house', 'pop dance']",2020,19
Watermelon Sugar,Fine Line,['pop'],2020,20
Before You Go,Divinely Uninspired To A Hellish Extent (Extended Edition),"['pop', 'uk pop']",2020,21
Falling,Nicotine,['melodic rap'],2020,22
"10,000 Hours (with Justin Bieber)","10,000 Hours (with Justin Bieber)","['contemporary country', 'canadian pop', 'country road', 'pop', 'country']",2020,23
WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),"['pop', 'trap queen', 'rap', 'houston rap']",2020,24
Ballin’,Melodic & Chill,"['melodic rap', 'southern hip hop', 'trap', 'cali rap', 'rap', 'pop rap']",2020,25
hot girl bummer,everything means nothing,"['pop', 'alt z']",2020,26
Blueberry Faygo,Certified Hitmaker,"['melodic rap', 'vapor trap', 'rap conscient']",2020,27
Heartless,After Hours,"['pop', 'canadian pop', 'canadian contemporary r&b']",2020,28
BOP,KIRK,"['north carolina hip hop', 'rap', 'hip hop']",2020,29
Lose You To Love Me,Rare,"['pop', 'post-teen pop']",2020,30
Good as Hell,Cuz I Love You (Super Deluxe),"['pop', 'escape room', 'trap queen', 'minnesota hip hop']",2020,31
Toosie Slide,Toosie Slide,"['toronto rap', 'canadian hip hop', 'canadian pop', 'rap', 'hip hop']",2020,32
Break My Heart,Future Nostalgia,"['pop', 'dance pop', 'uk pop']",2020,33
Chasin' You,If I Know Me,['contemporary country'],2020,34
Savage Love,KIDZ BOP 2021,"[""children's music""]",2020,35
No Guidance (feat. Drake),Indigo,"['toronto rap', 'canadian hip hop', 'canadian pop', 'rap', 'hip hop', 'r&b']",2020,36
My Oh My (feat. DaBaby),Romance,"['dance pop', 'north carolina hip hop', 'rap', 'hip hop', 'pop']",2020,37
Dynamite,BE,"['pop', 'k-pop', 'k-pop boy group']",2020,38
Go Crazy,Slime & B,"['melodic rap', 'trap', 'gangster rap', 'atl hip hop', 'rap', 'atl trap', 'r&b']",2020,39
High Fashion (feat. Mustard),Please Excuse Me for Being Antisocial,"['melodic rap', 'southern hip hop', 'cali rap', 'trap', 'rap', 'pop rap']",2020,40
Laugh Now Kry Later!,My Life 4Hunnid,"['southern hip hop', 'cali rap', 'trap', 'rap', 'hip hop', 'pop rap']",2020,41
Woah,Woah,"['trap', 'atl hip hop', 'atl trap', 'rap']",2020,42
death bed (feat. beabadoobee & blink-182) - bonus remix,poems of the past,"['alternative metal', 'pov: indie', 'pop punk', 'rock', 'sad rap', 'punk', 'indie pop', 'bubblegrunge', 'modern rock', 'bedroom pop', 'socal pop punk', 'sad lo-fi']",2020,43
Señorita,Soirée en couple,"['viral pop', 'pop', 'dance pop', 'canadian pop']",2020,44
HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,"['slap house', 'rap', 'hip hop']",2020,45
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","['pop', 'electropop', 'art pop']",2020,46
Mood (feat. iann dior),El Dorado,"['melodic rap', 'cali rap']",2020,47
Rain On Me (with Ariana Grande),Chromatica,"['pop', 'dance pop', 'art pop']",2020,48
For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,"['trap', 'north carolina hip hop', 'atl hip hop', 'atl trap', 'rap', 'brooklyn drill', 'hip hop']",2020,49
RITMO (Bad Boys For Life),RITMO (Bad Boys For Life),"['dance pop', 'reggaeton colombiano', 'urbano latino', 'pop rap', 'pop', 'trap latino', 'reggaeton']",2020,50
Heart On Ice,PTSD,['florida rap'],2020,51
Nobody but You,Rock and a Hard Place - Trending Country,"['dance pop', 'classic oklahoma country', 'contemporary country', 'country road', 'pop', 'country']",2020,52
Trampoline,MELT,['electropop'],2020,53
Come & Go (with Marshmello),Legends Never Die,"['chicago rap', 'melodic rap', 'edm', 'brostep', 'progressive electro house', 'rap', 'pop']",2020,54
Truth Hurts,Cuz I Love You (Super Deluxe),"['pop', 'escape room', 'trap queen', 'minnesota hip hop']",2020,55
If the World Was Ending (feat. Julia Michaels),Dangerous Levels of Introspection,"['pop', 'alt z', 'canadian contemporary r&b']",2020,56
We Paid,Hip Hop & Rap - Våren 2021,"['trap', 'atl hip hop', 'atl trap', 'rap', 'detroit trap']",2020,57
Yummy,La scuola è finita Canzoni per bambini,"['pop', 'canadian pop']",2020,58
One Man Band,Old Dominion,"['country road', 'contemporary country', 'modern country rock', 'country']",2020,59
Got What I Got,9,"['country road', 'contemporary country', 'modern country rock', 'country']",2020,60
Sunday Best,Where the Light Is,['bedroom soul'],2020,61
Godzilla,Distance,"['pop punk', 'pixie']",2020,62
Bandit,Hip Hop & Rap - Våren 2021,"['chicago rap', 'melodic rap', 'rap', 'baton rouge rap']",2020,63
Party Girl,Party Girl,['melodic rap'],2020,64
Die From A Broken Heart,The Way It Feels,"['country road', 'contemporary country', 'country']",2020,65
POPSTAR (feat. Drake),POPSTAR (feat. Drake),"['toronto rap', 'canadian hip hop', 'hip hop', 'canadian pop', 'rap', 'miami hip hop', 'pop rap']",2020,66
All I Want for Christmas Is You,Merry Christmas,"['pop', 'dance pop', 'urban contemporary']",2020,67
One Of Them Girls,Hey World,"['country road', 'contemporary country', 'modern country rock', 'country']",2020,68
Hard To Forget,SOUTHSIDE,"['contemporary country', 'country pop', 'country']",2020,69
One Margarita,Born Here Live Here Die Here,"['country road', 'contemporary country', 'country']",2020,70
Panini,Panini,['lgbtq+ hip hop'],2020,71
Hot (feat. Gunna),So Much Fun,"['melodic rap', 'trap', 'gangster rap', 'atl hip hop', 'atl trap', 'rap']",2020,72
I Hope You’re Happy Now,Songs With Friends: Duets & More,"['country road', 'contemporary country', 'modern country rock', 'country']",2020,73
Emotionally Scarred,My Turn,"['trap', 'atl hip hop', 'atl trap', 'rap']",2020,74
Suicidal (Remix) [feat. Juice WRLD],Suicidal (Remix) [feat. Juice WRLD],"['melodic rap', 'rap', 'chicago rap']",2020,75
The Bigger Picture,The Bigger Picture,"['trap', 'atl hip hop', 'atl trap', 'rap']",2020,76
Only Human,Happiness Begins,"['pop', 'boy band']",2020,77
The Woo (feat. 50 Cent & Roddy Ricch),Shoot For The Stars Aim For The Moon,"['melodic rap', 'queens hip hop', 'east coast hip hop', 'trap', 'gangster rap', 'rap', 'brooklyn drill', 'hip hop', 'pop rap']",2020,78
Sum 2 Prove,My Turn,"['trap', 'atl hip hop', 'atl trap', 'rap']",2020,79
Mood Swings (feat. Lil Tjay),Shoot For The Stars Aim For The Moon,"['nyc rap', 'melodic rap', 'rap', 'brooklyn drill']",2020,81
You should be sad,Manic,"['pop', 'indie poptimism', 'electropop', 'etherpop']",2020,82
Dior,Meet The Woo,"['rap', 'brooklyn drill']",2020,83
Supalonely,STELLA & STEVE,"['nz pop', 'pov: indie', 'alt z', 'indie poptimism', 'bedroom pop']",2020,84
Even Though I'm Leaving,What You See Is What You Get,"['contemporary country', 'country']",2020,85
THE SCOTTS,THE SCOTTS,"['ohio hip hop', 'viral rap', 'rap', 'hip hop', 'slap house', 'pop rap']",2020,86
Juicy,Hot Pink,"['dance pop', 'trap', 'pop rap', 'rap', 'hip hop', 'pop']",2020,87
Be Like That - feat. Swae Lee & Khalid,Be Like That (feat. Swae Lee & Khalid),"['melodic rap', 'contemporary country', 'trap', 'black americana', 'rap', 'pop r&b', 'country road', 'pop', 'country']",2020,88
Homesick,Experiment Extended,"['country road', 'contemporary country', 'country', 'black americana']",2020,89
Rags2Riches 2 (feat. Lil Baby),Pray 4 Love (Deluxe),"['florida rap', 'trap', 'atl hip hop', 'atl trap', 'rap']",2020,90
Bluebird,Wildcard,"['country road', 'contemporary country', 'country', 'country dawn']",2020,91
Wishing Well,Legends Never Die,"['chicago rap', 'melodic rap', 'rap']",2020,92
Does To Me (feat. Eric Church),What You See Is What You Get,"['country road', 'contemporary country', 'country']",2020,93
P*$$Y Fairy (OTW),P*$$Y Fairy (OTW),['r&b'],2020,94
ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),"['social media pop', 'tropical house']",2020,95
More Than My Hometown,Dangerous: The Double Album,['contemporary country'],2020,96
Lovin' On You,What You See Is What You Get,"['contemporary country', 'country']",2020,97
Said Sum,Code Red,"['southern hip hop', 'trap', 'tennessee hip hop', 'rap', 'memphis hip hop']",2020,98
"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)","Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)","['melodic rap', 'trap', 'rap', 'brooklyn drill', 'r&b']",2020,99
Walk Em Down (feat. Roddy Ricch),Top Shotta,"['memphis hip hop', 'melodic rap', 'trap', 'rap']",2020,100
Levitating (feat. DaBaby),Future Nostalgia,"['dance pop', 'north carolina hip hop', 'rap', 'hip hop', 'pop', 'uk pop']",2021,1
Blinding Lights,After Hours,"['pop', 'canadian pop', 'canadian contemporary r&b']",2021,3
Mood (feat. iann dior),El Dorado,"['melodic rap', 'cali rap']",2021,4
good 4 u,SOUR,['pop'],2021,5
Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),"['pop', 'dance pop', 'r&b', 'rap']",2021,6
Leave the Door Open,More 2021 Hits,"['neo soul', 'dance pop', 'escape room', 'hip hop', 'pop', 'indie soul']",2021,7
drivers license,SOUR,['pop'],2021,8
MONTERO (Call Me By Your Name),MONTERO,['lgbtq+ hip hop'],2021,9
Peaches,The Super Mario Bros. Movie (Original Motion Picture Soundtrack),"['comedy rock', 'comic']",2021,10
Butter,Proof,"['pop', 'k-pop', 'k-pop boy group']",2021,11
STAY (with Justin Bieber),STAY (with Justin Bieber),"['pop', 'canadian pop', 'australian hip hop']",2021,12
deja vu,SOUR,['pop'],2021,13
positions,Positions,['pop'],2021,14
Bad Habits,=,"['pop', 'uk pop']",2021,15
Heat Waves,Dreamland,"['pov: indie', 'modern rock', 'shiver pop', 'gauze pop', 'indietronica']",2021,16
WITHOUT YOU,F*CK LOVE 3+: OVER YOU,['australian hip hop'],2021,17
Forever After All,What You See Ain't Always What You Get (Deluxe Edition),"['contemporary country', 'country']",2021,18
Go Crazy,Slime & B,"['melodic rap', 'trap', 'gangster rap', 'atl hip hop', 'rap', 'atl trap', 'r&b']",2021,19
Astronaut In The Ocean,Astronaut In The Ocean,['australian hip hop'],2021,20
34+35,Positions,['pop'],2021,21
What You Know Bout Love,Shoot For The Stars Aim For The Moon,"['rap', 'brooklyn drill']",2021,22
my ex's best friend (with blackbear),Tickets To My Downfall,"['ohio hip hop', 'pop rap', 'pop', 'alt z']",2021,23
Therefore I Am,Therefore I Am,"['pop', 'electropop', 'art pop']",2021,25
Up,Up (Instrumental),"['pop', 'rap']",2021,26
Fancy Like,Country Stuff The Album,"['country road', 'contemporary country', 'modern country rock', 'country']",2021,27
Best Friend (feat. Doja Cat),Best Friend (feat. Doja Cat) [Remix EP] [Extended Edition],"['pop', 'dance pop', 'cali rap', 'trap queen']",2021,29
RAPSTAR,Hall of Fame,"['chicago rap', 'rap']",2021,30
Heartbreak Anniversary,TAKE TIME,['r&b'],2021,31
For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,"['trap', 'north carolina hip hop', 'atl hip hop', 'atl trap', 'rap', 'brooklyn drill', 'hip hop']",2021,32
Calling My Phone,Destined 2 Win,"['nyc rap', 'melodic rap', 'trap', 'atl hip hop', 'rap', 'brooklyn drill', 'r&b']",2021,33
Beautiful Mistakes (feat. Megan Thee Stallion),JORDI (Deluxe),"['pop', 'trap queen', 'rap', 'houston rap']",2021,34
Holy (feat. Chance The Rapper),Holy,"['chicago rap', 'pop rap', 'conscious hip hop', 'canadian pop', 'rap', 'hip hop', 'pop']",2021,35
On Me,On Me,"['trap', 'atl hip hop', 'atl trap', 'rap']",2021,36
you broke me first,you broke me first,"['pop', 'alt z']",2021,37
traitor,SOUR,['pop'],2021,38
Back in Blood (feat. Lil Durk),Shiesty Season,"['chicago drill', 'chicago rap', 'trap', 'tennessee hip hop', 'rap', 'hip hop', 'memphis hip hop', 'drill']",2021,39
I Hope,Goldmine,['contemporary country'],2021,40
Dynamite,BE,"['pop', 'k-pop', 'k-pop boy group']",2021,41
Wockesha,A Gangsta’s Pain,"['southern hip hop', 'trap', 'tennessee hip hop', 'rap', 'memphis hip hop']",2021,42
You Right,Planet Her,"['pop', 'dance pop', 'canadian pop', 'canadian contemporary r&b']",2021,43
Beat Box,Beat Box,"['florida rap', 'florida drill']",2021,44
Laugh Now Kry Later!,My Life 4Hunnid,"['southern hip hop', 'cali rap', 'trap', 'rap', 'hip hop', 'pop rap']",2021,45
Need to Know,Planet Her,"['pop', 'dance pop']",2021,46
Wants & Needs,Snot or Not,['rage rap'],2021,47
Way 2 Sexy (with Future & Young Thug),Certified Lover Boy,"['melodic rap', 'southern hip hop', 'toronto rap', 'canadian hip hop', 'trap', 'gangster rap', 'canadian pop', 'rap', 'atl hip hop', 'atl trap', 'hip hop']",2021,48
telepatía,Sin Miedo (del Amor y Otros Demonios) ∞,['colombian pop'],2021,49
Whoopty,Whoopty,['nyc rap'],2021,50
"Lemonade (feat. Gunna, Don Toliver & NAV)",B4 The Storm,"['melodic rap', 'canadian trap', 'toronto rap', 'canadian hip hop', 'trap', 'atl hip hop', 'rap', 'pop rap']",2021,51
Good Days,Good Days,"['pop', 'r&b', 'rap']",2021,52
Starting Over,Starting Over,"['contemporary country', 'outlaw country']",2021,53
Body,Good News,"['pop', 'trap queen', 'rap', 'houston rap']",2021,54
willow,evermore,['pop'],2021,55
Bang!,OK ORCHESTRA,['pov: indie'],2021,56
Better Together,What You See Is What You Get,"['contemporary country', 'country']",2021,57
You're Mines Still (feat. Drake),Moon Boy,"['toronto rap', 'canadian hip hop', 'trap', 'canadian pop', 'rap', 'alabama rap', 'hip hop']",2021,58
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),KHALED KHALED,"['chicago drill', 'chicago rap', 'hip hop', 'trap', 'atl hip hop', 'rap', 'atl trap', 'miami hip hop', 'pop rap', 'drill']",2021,59
Essence (feat. Tems),Made In Lagos,"['nigerian hip hop', 'alte', 'azontobeats', 'afro r&b', 'afrobeats', 'azonto', 'nigerian pop', 'afropop']",2021,60
Chasing After You,Pelago,"['country road', 'classic texas country', 'contemporary country', 'modern country rock']",2021,61
The Good Ones,Goldmine,['contemporary country'],2021,62
Leave Before You Love Me,Putzen & Aufräumen,"['edm', 'brostep', 'progressive electro house', 'boy band', 'pop']",2021,63
Glad You Exist,Good Things,"['country road', 'contemporary country', 'country']",2021,64
Lonely (with benny blanco) - Acoustic,Lonely (with benny blanco) [Main + Acoustic],"['pop', 'canadian pop']",2021,65
Beggin',Chosen,"['pop', 'italian pop', 'indie rock italiano']",2021,66
Streets,Hot Pink,"['pop', 'dance pop']",2021,67
What’s Next,Scary Hours 2,"['toronto rap', 'canadian hip hop', 'canadian pop', 'rap', 'hip hop']",2021,68
Famous Friends,Famous Friends,"['country road', 'contemporary country', 'country', 'black americana']",2021,69
Lil Bit - FGL Remix,Songs With Friends: Duets & More 2021,"['dance pop', 'contemporary country', 'country pop', 'gangster rap', 'st louis rap', 'urban contemporary', 'rap', 'hip hop', 'country road', 'pop rap', 'modern country rock', 'country']",2021,70
Thot Shit,Thot Shit,"['pop', 'trap queen', 'rap', 'houston rap']",2021,71
late at night,LIVE LIFE FAST,"['melodic rap', 'trap', 'rap']",2021,72
Kings & Queens,Heaven & Hell,['pop'],2021,73
Anyone,Justice,"['pop', 'canadian pop']",2021,74
